Debra Von#122287#0.6#5
Micheal Cummings#429745#0.6#8
Luciano Gusikowski#801961#0.61#8
Nana Tremblay#180775#0.6#2
Derick Weber#968460#0.6#4
Shavon Gutmann#123932#0.62#10
Rory Kerluke#245464#0.88#4
Samatha Christiansen#357113#0.8#9
Johnson Marks#955600#0.66#6
Francisco Collins#477105#0.75#7
Dannie Ruecker#510103#0.7#9
Lovie Fahey#298829#0.6#10
Carlotta Hahn#947915#0.79#6
Peter Rippin#216226#0.58#3
Lelia Murray#809043#0.6#10
Darcel Hoppe#815096#0.6#5
Joshua Ferry#817938#0.62#8
Jack Jones#404509#0.67#5
Ida Pfannerstill#819363#0.89#2
Katlyn Jacobs#372222#0.6#2
Doreen Bode#580040#0.6#8
Joey Miller#610546#0.57#8
Zelma Kirlin#912591#0.6#9
Corine Bahringer#181524#0.55#9
Teodora Medhurst#556339#0.6#4
Vernon Bradtke#404317#0.58#7
May Satterfield#595528#0.81#3
Shae Harvey#541864#0.53#3
Hannah Dickens#93967#0.6#10
Mimi Armstrong#544167#0.69#1
Luella Romaguera#598731#0.6#7
Eulalia Veum#173988#0.6#6
Reginald Stoltenberg#374051#0.94#4
Cliff Hahn#842608#0.99#10
Georgette Corwin#541986#0.6#4
Eddie Padberg#982895#0.6#6
Marry Flatley#433507#0.61#9
Elvira Kling#313248#0.6#4
Lino Block#21035#0.6#2
Devon Friesen#181179#0.6#6
Man Schmidt#759292#0.7#5
Junko Ullrich#939820#0.94#10
Modesto Rodriguez#458752#0.6#7
Kristofer Dibbert#829835#0.95#5
Romeo O'Hara#286288#0.55#8
Felix Crist#358250#0.6#10
Miquel Hills#448730#0.63#6
Ying Abbott#10472#0.6#10
Cleo Satterfield#175282#0.93#6
Shirley Langosh#193962#0.6#1
Toney Mayert#282171#0.89#5
Jefferson Denesik#269778#0.6#4
Nicky Rice#723070#0.6#6
Clifford Beier#492255#0.51#4
Boyd Walker#223117#0.94#9
Russ Leannon#986736#0.67#7
Wiley Lind#284537#0.6#2
Otilia Yundt#66061#0.62#6
Randi Gottlieb#106007#0.99#6
Beulah Rice#547187#0.6#8
Branden Lakin#304453#0.6#5
William Sanford#61898#0.7#6
Dreama Emmerich#337603#0.6#5
Tonya Little#888614#0.81#2
Juanita Leannon#867865#0.82#6
Wilford McCullough#214149#0.84#4
Tierra Nicolas#147332#0.6#3
Clint Romaguera#148276#0.82#10
Derrick Witting#501438#0.6#3
Hung Roob#175342#0.6#1
Jolanda Hahn#341580#0.6#10
Marge Ziemann#936036#0.74#2
Duncan Daniel#978371#0.5#4
Mohamed Nitzsche#734914#0.6#4
Clemente Kertzmann#164573#0.69#4
Jarrett Will#613613#0.6#1
Nancie Hermann#296815#0.6#5
Alma Bechtelar#382692#0.85#2
Ping Wolff#577938#0.96#3
Deandrea Wilkinson#926541#0.79#3
Anton Willms#781928#0.6#7
Wilson Blanda#451259#0.6#3
Emelda Wisozk#160251#0.93#4
Lisabeth Pagac#264493#0.72#5
Todd Williamson#886118#0.76#5
Felicia Kulas#351502#0.6#1
Lloyd Veum#354833#0.6#4
Kaila Lang#658003#0.6#8
Levi Heidenreich#977931#0.9#3
Ladawn Harris#269362#0.6#1
Davis Harvey#307431#0.6#8
Patrick Welch#621805#0.6#3
Bob Waters#479873#0.82#9
Georgann Jacobi#143457#0.6#8
Shane Beer#524399#0.6#7
Mindi Mohr#971667#0.81#2
Arminda Dickinson#667807#0.6#5
Henry Bartell#20416#0.85#7
Ayesha West#926550#0.89#1
Aubrey Jacobi#445516#0.54#5
Precious Feeney#323148#0.6#5
Winston Prosacco#668092#0.93#7
Ed Rau#94403#0.6#9
Valentine Stehr#101910#0.99#10
Morgan Windler#43614#0.8#9
Linn Kuphal#1000110#0.55#7
Ardith Dicki#8284#0.6#7
Eloy Jacobson#128577#0.6#8
Ron Fadel#193906#0.6#9
Johnathon Schamberger#765343#0.56#5
Forrest Kulas#933437#0.69#1
Shenika Swift#527955#0.52#4
Kayla Farrell#305224#0.98#2
Albert Ruecker#622981#0.6#4
Jonelle Bernhard#228253#0.6#3
Teisha Connelly#640954#0.6#6
Fabian Corkery#818422#0.6#10
Joshua Schmitt#150979#0.6#4
Jonah Predovic#346020#0.81#6
Socorro Olson#187810#0.63#4
Kurt Grant#781930#0.6#10
Chae Littel#219144#0.93#2
Antone Hermiston#630880#0.6#2
Reinaldo Kemmer#337656#0.6#10
Arline Jacobs#850033#0.6#6
Deana Zemlak#147427#0.6#6
Kurt Koss#291099#1.0#7
Luanna Rutherford#735955#0.6#6
Gianna Hauck#332986#0.6#8
Rory Carroll#17487#0.65#1
Noelia Keeling#172337#0.6#3
Fredric Dickinson#719050#0.6#7
Mozella Kerluke#296761#0.6#6
Dominique Turner#717233#0.6#10
Darnell Vandervort#295732#0.92#7
Ali Dickens#503894#0.85#2
Jolie Johnson#731454#0.6#6
Aurelio Cole#782289#0.55#6
Earle Johnson#106525#0.6#6
Rolando Hahn#662417#0.86#4
Jeffry Watsica#553831#0.6#10
Hilaria Schneider#817378#0.6#10
Millie Abshire#675302#0.96#9
Janee Welch#956429#0.6#3
Jefferson Larson#896856#0.6#9
Cassondra Collier#399314#0.75#1
Rodney Metz#773185#0.62#4
Fredricka Douglas#730609#0.93#3
Gussie Kulas#498886#0.6#6
Orlando Zboncak#499896#0.5#1
Marianne O'Reilly#512456#0.76#6
Renaldo Boehm#726575#0.99#7
Ethyl Quigley#534537#0.71#6
Nancey Balistreri#942772#0.6#3
Charissa Wintheiser#703699#0.6#5
Brigid Beahan#906839#0.5#10
Oliva Kunde#440702#0.6#9
August Hudson#497709#0.55#9
Malvina Ward#969008#0.6#2
Carmelita Crona#758335#0.6#3
Tammie Feest#963259#0.6#7
Clarence Ziemann#396162#0.9#1
Denisse Hermann#97843#0.6#8
Guadalupe Hickle#504052#0.71#6
Willie Hilpert#76453#0.6#2
Blaine Hahn#254346#0.64#7
Chester Medhurst#908376#0.64#3
Sanda Waters#689060#0.61#2
Elmer Murray#667425#0.98#1
Teisha Daugherty#247847#0.6#9
Kallie Lehner#643679#0.6#1
Bobbie Sipes#52973#0.53#8
Orpha Friesen#8113#0.94#7
Babara Dibbert#482144#0.75#10
Lachelle Kuhn#490700#0.6#8
Clayton Crooks#361943#0.59#4
Alphonso Prohaska#396484#0.6#10
Linwood Schulist#636323#0.99#10
Georgianna Kiehn#352989#0.6#7
Jeremy Carroll#684868#0.71#8
Golden Hagenes#795297#0.66#6
Erich Nader#365806#0.79#9
Billi Hegmann#368592#0.93#1
Lisabeth Berge#274211#0.94#4
Earlene Pollich#451440#0.67#1
Malcom Morissette#580488#0.93#7
Vince Barrows#566082#0.6#7
Jae McCullough#893193#0.55#6
Brinda Green#979890#0.6#3
Ty Huels#466639#0.76#1
Roland Nitzsche#358554#0.52#9
Byron Witting#837879#0.54#6
Man Carroll#147013#0.6#8
Jamel Kulas#96815#0.6#8
Katherine McDermott#542517#0.81#9
Manual Becker#582736#0.8#9
Chantell Fritsch#7054#0.9#8
Korey Rath#227512#0.98#4
Chelsea Blanda#991418#0.6#8
Jeffrey Bradtke#557465#0.76#5
Alfredo Bosco#317895#0.73#2
Johnathan Howe#678207#0.98#4
Ricki Hilpert#98218#0.6#5
Otha Rippin#995517#0.6#10
Frances Jacobi#487702#0.6#4
Wilbert Stark#729591#0.6#7
Ruthe Hagenes#154720#0.6#4
Nanci Jast#612862#0.75#6
Granville Runte#148673#0.6#7
Vikki Adams#688380#0.9#1
Evelina Stanton#574649#0.96#6
Natosha Haley#439615#0.6#10
Malik Wolf#799308#0.6#1
Mohammad Prosacco#9083#0.92#7
Jimmie Botsford#130756#0.6#7
Sammie West#875589#0.66#4
Natasha Toy#549378#0.69#3
Rhonda Runolfsson#711002#0.72#8
Delpha Morar#32185#0.6#6
Andrew Emmerich#740281#0.6#9
Roscoe Connelly#604910#0.6#8
Brendan Batz#805748#0.6#8
Shaun Runolfsson#706131#0.99#9
Leland Ortiz#82936#0.69#3
Graig Treutel#772230#0.77#5
Odell Gutmann#784399#0.6#4
Benjamin Grant#947475#0.6#6
Stevie Oberbrunner#982070#0.67#2
Elsa Hyatt#484425#0.98#8
Christinia Dach#84618#0.81#5
Willard Runolfsdottir#681929#0.64#9
Zoe Streich#747072#0.82#1
Damion Weimann#970076#0.6#5
Marybelle Greenholt#750491#0.57#7
Ralph Morissette#863582#0.6#2
Dong Batz#416439#0.95#8
Antione Vandervort#517922#0.87#6
Marty Rohan#48376#0.6#1
Antonio Blick#48217#0.6#8
Corey Dickinson#384952#0.6#5
Ervin Kirlin#933099#0.6#6
Ginette Willms#650745#0.6#7
Lashon Sauer#391828#0.61#4
Lyman Abernathy#371120#0.6#6
Fran Gislason#337219#0.84#2
Stephen Keebler#640054#0.6#3
Evita Connelly#302390#0.6#3
Lynna Fisher#819909#0.94#1
Marketta Zboncak#307795#0.96#3
Jewell Heaney#212243#0.71#7
Darell Kunze#695773#0.6#4
Courtney Abbott#615783#0.6#2
Yasmin Volkman#870220#0.98#2
Mark Trantow#724191#0.6#6
Julian Padberg#887965#0.6#3
Gregg Hackett#627108#0.99#7
Thanh Donnelly#200835#0.75#8
Tempie Langosh#983607#0.9#9
Malka Kemmer#100406#0.68#9
Clark Champlin#912893#0.85#10
Grant Steuber#741627#0.6#4
Chase Rippin#229317#0.6#7
Yong Rosenbaum#508722#0.6#5
Monroe Jaskolski#272577#0.79#5
Isaac Bradtke#200317#0.6#2
Tana Bernier#603349#0.6#3
Rico Gottlieb#763593#0.6#5
Apolonia Connelly#413345#0.6#1
Migdalia Armstrong#64209#0.63#6
Toshiko Swift#535610#0.6#7
Rex Willms#132699#0.6#1
Magdalene Metz#129307#0.99#10
Jess Miller#508033#0.86#1
Hilton Hickle#12314#0.6#1
Dolly Strosin#422036#0.51#2
Windy Ankunding#143359#0.6#7
Chauncey Lynch#156525#0.6#4
Arlinda O'Reilly#298793#0.6#3
Dottie Halvorson#841314#0.84#10
Sherrie Bartell#343978#0.6#9
Harvey Stark#68774#0.6#5
Tony Morissette#157262#0.6#1
Lyndon Feil#80400#0.94#1
Carla Will#72290#0.6#6
Porfirio Barton#556049#0.75#10
Titus Boyer#714827#0.78#6
Felipe Emard#301014#0.6#9
Mike Hayes#474127#0.6#6
Leonore Muller#306325#0.86#10
Raymon Lubowitz#874195#0.6#4
Felton Mohr#150004#0.6#8
Terence Gaylord#150436#0.6#3
Drucilla Ratke#560862#0.6#8
Latrina Fay#949654#0.78#2
Steve Gislason#538137#0.6#2
Hector Langosh#918133#0.77#5
Miguel Green#330674#0.6#2
Sheri Weissnat#187935#0.61#7
Mohammad Bernier#962398#0.78#8
Brian Stroman#261552#0.6#3
Irvin Grady#428624#0.93#7
Kevin Lehner#84270#0.63#3
Willa Thiel#882245#0.6#5
Keven Hauck#419180#0.89#3
Tyrone Carroll#267110#0.56#10
Davis Gislason#218507#0.6#8
Ozie Leffler#783334#0.6#3
Deeanna Jones#246739#0.6#8
Marianela Haley#288254#0.6#7
Aubrey Romaguera#457570#0.6#1
Danny Hessel#409024#0.9#8
Alaine Leannon#339396#0.6#10
Essie Hettinger#675249#0.6#7
Malka Kulas#245291#0.55#8
Refugio Will#434111#0.6#2
Nicholas Streich#24512#0.87#4
Jude Ratke#777802#0.87#10
Gertrudis Ullrich#727953#0.6#9
Romeo Kiehn#960900#0.6#5
Meg Durgan#971641#0.75#5
Natalia Heaney#874678#0.6#3
Elouise Schoen#246451#0.95#6
Jamel Kovacek#389940#0.6#10
Josette Kling#356257#0.6#4
Silvia Jakubowski#411202#0.6#8
Adolph Schmitt#319336#0.6#1
Kennith Brakus#851849#0.79#6
Garth Treutel#883992#0.6#3
Cristobal Marquardt#373771#0.6#5
Tomi Hermiston#404052#0.6#8
Daniel Schoen#768939#0.6#1
Shameka Stiedemann#986998#0.88#1
Lazaro Padberg#697150#0.58#2
Mark Ondricka#168261#0.84#5
Valrie Emmerich#672447#0.6#3
Tasia Schowalter#175725#0.6#7
Dakota Becker#509385#0.54#2
Candance Medhurst#644326#0.6#2
Alex Fritsch#950559#0.69#5
Elias Spencer#728239#0.6#3
Abe Rosenbaum#85084#0.7#4
Richie Hoppe#845950#0.94#6
Branda Gerhold#202025#0.6#4
Carmen Strosin#563641#0.6#3
Devin Aufderhar#847502#0.6#7
Analisa Kling#267964#0.67#7
Joane Kuhic#668685#0.59#7
Gilberto Durgan#542881#0.6#8
Aldo MacGyver#896246#0.6#3
Tommy Doyle#192699#0.6#1
Jame Marquardt#306870#0.9#10
Carmen Reinger#413905#0.6#6
Connie Ledner#868542#0.72#3
Brittny Ankunding#116831#0.6#1
Esperanza Klocko#312352#0.6#7
Micah Rath#841573#0.8#7
Delois Price#512090#0.57#5
Asa Wilderman#571666#0.6#3
Bart Schimmel#856719#0.6#4
Mitch Hegmann#187050#0.68#5
Kendra Considine#965930#0.6#7
Rubin Kertzmann#521444#0.6#8
Dustin McDermott#835964#0.6#6
Sonia Lynch#5554#0.6#8
Paris Pfannerstill#237767#0.6#3
Coleen Kertzmann#725138#0.78#10
Lesley Cole#126392#0.52#6
Dorsey Hansen#272637#0.6#2
Argentina Conroy#822657#0.91#3
Kyle Senger#477565#0.65#5
Yolando Heaney#131096#0.5#8
Alane Lang#612938#0.6#9
Antonio Hoppe#435236#0.63#6
Johnie Schaefer#998558#0.58#1
Tom Jacobi#865190#0.6#7
Ola Kshlerin#855072#0.98#2
Nicky Konopelski#797939#0.6#3
Mitzie Shields#110686#0.67#6
Ken Lindgren#943407#0.99#2
Lynn Christiansen#963574#0.58#10
Wanetta Cruickshank#728480#0.6#2
Tennie Schimmel#386078#0.78#2
Kate Adams#213788#0.6#2
Gus Hermiston#273382#0.6#4
Modesto Berge#54709#0.63#4
Guillermina Brown#503743#0.6#5
Londa Goodwin#430877#0.6#3
Misha Mayer#272004#0.54#9
Kendrick Gutmann#322635#0.6#7
Delsie Daniel#446130#0.79#7
Charmaine Quitzon#926665#0.6#3
Josefa Jast#315290#0.6#8
Monet Dickinson#788590#0.58#9
Duane Pfeffer#386250#0.6#5
Lulu Witting#253556#0.6#5
Sergio Cummerata#328744#0.6#9
Julene Sanford#749316#0.53#5
Jolyn Harber#636483#0.59#5
Donald Klocko#917667#0.76#9
Janelle Goodwin#19708#0.6#4
Fredericka Wolf#80086#0.74#9
Candice Wiza#12170#0.6#8
Thad Waters#660165#0.6#6
Brandi Ondricka#516971#0.98#8
Ila Rutherford#652161#0.6#1
Jodie Kris#25491#0.69#6
Marshall Lubowitz#987147#0.64#5
Buster Smitham#851826#0.6#10
Cesar Miller#584145#0.86#3
Thea Tremblay#789168#0.6#10
Domingo Rogahn#393366#0.89#6
Miguel Lockman#814929#0.77#5
Shandi Christiansen#559679#0.6#9
Frederic Reilly#649688#0.6#1
Barbara Rodriguez#711163#0.6#7
Jarrett Kuhic#561244#0.6#1
Kaylee O'Conner#494867#0.6#8
Sanford Padberg#863492#0.6#1
Johnny Fay#373212#0.6#1
Elenora Heathcote#813722#0.53#9
Carolann Kunde#956680#0.59#1
Willy Heathcote#7643#0.88#6
Son Toy#876572#0.98#10
Selene Bins#636143#0.65#10
Roni Beahan#978008#0.76#2
Joanne Greenholt#912607#0.99#6
Britany Dach#37209#0.6#3
Basilia Monahan#835867#0.6#1
Merlene Bayer#361131#0.75#7
Tennille Goodwin#305939#0.6#10
Willa Funk#530404#0.6#2
Patrica Homenick#25280#0.72#5
Freddie Larson#550084#0.95#9
Ed Okuneva#851768#0.88#2
Tomi Klocko#915649#0.62#4
Jermaine Turcotte#951873#0.78#7
Roosevelt Bradtke#539993#0.6#6
Simone Jerde#105394#0.98#1
Rossie Skiles#677712#0.86#5
Chantel Pollich#714630#0.74#7
Archie Rempel#700229#0.87#6
Avery Beahan#21106#0.6#8
Carrol Stanton#502295#0.6#3
Patria King#60278#0.6#8
Ellamae Lakin#455632#0.6#3
Conrad Lemke#954076#0.6#10
Ashleigh Kshlerin#909203#0.6#9
Frederick Turner#816782#0.6#7
Ian Effertz#399634#0.72#5
Joni Wunsch#686382#0.6#6
Alona Grady#743204#0.99#3
Tommy Friesen#221003#0.55#2
Abe Wuckert#23650#0.94#8
Pat Kovacek#438449#0.54#5
Jeffry Towne#768234#0.6#4
Shanice Russel#58747#0.6#10
Cortez West#23236#0.6#6
Teddy Dare#359421#0.6#10
Jeraldine Tremblay#510419#0.89#5
Paul Cruickshank#112532#0.93#5
Tess Cartwright#283469#0.6#6
Elmo Schaden#834901#0.68#7
Bertram Smitham#476346#0.6#8
Donny Schumm#937611#0.6#3
Isaiah Littel#619493#0.58#9
Scot Haag#523339#0.95#9
Lyman Swaniawski#252450#0.6#7
Forrest Kuhlman#820341#0.73#1
Dorian Spencer#134793#0.6#7
Candis Hane#201187#0.74#5
Merna Thiel#727332#0.61#6
Trena Armstrong#353513#0.99#4
Louie Wiegand#406441#0.6#2
Velva Gottlieb#833027#0.6#10
Divina Cummings#619926#0.6#4
Ulrike Balistreri#157178#0.6#10
Salena Kirlin#376050#0.99#8
Claude Lubowitz#310757#0.56#3
Amparo Hayes#631902#0.6#7
Peter Reinger#225724#0.6#2
Harriette Stanton#845878#0.6#3
Madonna Schinner#752966#0.88#6
Tory Krajcik#252471#0.6#1
Holly Simonis#365194#0.9#3
Francis Spinka#395185#0.69#6
Ellsworth Rutherford#302678#0.6#6
Lanny Pagac#548316#0.6#7
Tanya Krajcik#450118#0.66#9
Jimmy Bednar#652383#0.6#8
Jimmy Halvorson#892280#0.61#2
Domenica Breitenberg#81819#0.6#9
Han Pagac#355594#0.89#6
Walker Haag#508704#0.6#3
Somer Homenick#295856#0.6#1
Mammie Lind#468954#0.76#10
Mauro Blanda#565143#0.6#4
Jolyn Fay#630038#0.95#4
Maryanne Gibson#1001054#0.6#5
Arden VonRueden#456379#0.6#8
Rachael Heller#603398#0.66#7
Sandy Beatty#621574#0.94#10
Kittie Stehr#498450#0.6#2
Cindi Muller#848581#0.79#1
Lesley Orn#658433#0.57#5
Dexter Hoeger#297071#0.54#7
Michaela Halvorson#702290#0.6#2
Edmund Hudson#123895#0.67#5
Cedrick Abbott#433056#0.96#1
Dorothy Greenholt#588656#0.77#8
Lashaun Schneider#531882#0.5#1
Cornelius Mueller#257159#0.55#2
Steven Dibbert#367461#0.6#10
Gwenda O'Keefe#857305#0.6#1
Ami Skiles#550467#0.69#8
Lane Purdy#621558#0.52#4
Mario Corkery#705075#0.87#9
Kristle Frami#397557#0.6#2
Jenell Howell#783558#1.0#9
Florinda King#18362#0.84#2
Harvey Hermiston#305221#0.6#7
Brenton Auer#207158#0.6#7
Marcelo Monahan#930534#0.6#6
Eugene Rolfson#916840#0.89#2
Agustin Bahringer#844498#0.67#3
Ryann Deckow#63318#0.85#8
Joey Reinger#603394#0.6#5
Robt Huel#54540#0.77#2
Clarence Prohaska#875682#0.88#8
Alonso Halvorson#328070#0.6#7
Kathern Zieme#640262#0.55#1
Royce Mueller#217572#0.73#7
Heidy Frami#738964#0.6#7
Jennette Schmitt#927100#0.6#5
Todd O'Connell#66465#0.6#2
Wynona Cruickshank#499669#0.92#10
Chad Wunsch#233798#0.83#2
Lissette Senger#606637#0.6#9
Clifton Hodkiewicz#734233#0.78#5
Fredrick Ziemann#726164#0.65#6
Andy Mohr#277251#0.6#4
Weldon Beer#884066#0.78#1
David Hilll#837578#0.95#9
Felecia Gleason#263926#0.67#5
Carlota Sauer#91169#0.6#7
Omer Kuhlman#348347#0.6#1
Jefferson Dibbert#349337#0.84#7
Dillon Mraz#750618#0.6#8
Claud Legros#198634#0.67#1
Chadwick Crona#929860#0.73#8
Lilian Torphy#393287#0.6#3
Bart Ebert#636825#0.6#8
Chanell Sauer#170955#0.78#9
Dong Sawayn#5689#0.6#7
Donald Goodwin#779528#0.6#4
Monte Heller#1003902#0.7#7
Earl Deckow#479030#0.71#5
Ileen Hodkiewicz#310659#0.6#6
Vincenzo Rempel#482860#0.6#5
Darren Farrell#200432#0.6#5
Brianne Wilderman#374474#0.6#3
Leonel Stracke#427576#0.61#4
Hyman Zulauf#21642#0.96#8
Daryl Kautzer#123444#0.75#6
Karry Collins#691829#0.6#4
Sid Mohr#488477#0.6#10
Suzan Kassulke#241913#0.6#2
Lizzette Nolan#789995#0.6#5
Omar Stehr#136904#0.55#1
Leontine Brown#754347#0.6#4
Flora Weimann#374490#0.6#10
Karon Marvin#423978#0.87#5
Keven Schuppe#649471#0.6#10
Mariann Denesik#91439#0.63#7
Dorian Johnston#810925#0.83#7
Man Gulgowski#986394#0.97#10
Mammie Schuster#20850#0.73#5
Jan Torphy#431314#0.51#7
Tai Greenfelder#439991#0.96#7
James DuBuque#659634#0.85#9
Ronald Torphy#156250#0.6#10
Buster Greenfelder#7987#0.53#9
Ling Herzog#655554#0.6#2
Easter Will#653131#0.93#5
Berry Legros#324037#0.83#6
Yael Schoen#193636#0.6#7
Sasha Murazik#47990#0.96#1
Micah Schamberger#115138#0.77#9
Lisandra Dietrich#883474#0.75#5
Lionel Mohr#804494#0.6#2
Temple Langosh#36669#0.97#9
Christinia Frami#340170#0.6#4
Denver Kautzer#361200#0.87#7
Kacey Hessel#786488#0.8#1
Rudy Parker#205500#0.75#4
Shonna Muller#671168#0.83#1
Violet Adams#215042#0.6#5
Michel Deckow#697513#0.6#6
Rogelio Halvorson#235227#0.63#5
Hildegard Powlowski#967724#0.6#4
Jonas Von#120274#0.79#10
Gianna Bergstrom#626843#0.6#1
Iola Cartwright#156458#0.6#7
Omar Lowe#595360#0.6#6
Michael Baumbach#404653#0.6#4
Jonah Swift#394916#0.6#9
Berry Beatty#200606#0.87#9
Christiana Lynch#75198#0.64#6
Ken Howell#189273#0.5#2
Richard Marvin#586841#0.6#10
Tad Reichel#29681#0.56#1
Karren Pouros#698161#0.6#8
Audrey Romaguera#535275#0.66#1
Noe Smitham#234389#0.6#7
Burton Roberts#260727#0.94#10
Antoine Berge#73775#0.6#4
Armando Cartwright#202793#0.78#6
Silas Schmitt#583570#0.73#7
Bula Pacocha#350575#0.6#2
Carroll Reichel#161651#0.6#2
Buddy Runte#577171#0.6#6
Hugo Reinger#193330#0.6#5
Floyd Steuber#408281#0.83#4
Kirsten Kunde#375734#0.64#3
Kallie Schmitt#565865#0.6#10
Rosamond Schimmel#696259#0.6#7
Latonya O'Kon#896231#0.6#8
Carrie Fay#799688#0.6#3
Chiquita Moen#302695#0.6#9
Briana Kihn#520873#0.6#1
Trudie Schmitt#459604#0.6#5
Lashell Mante#989397#0.89#2
Shad Schiller#877903#0.6#7
Arlinda Schultz#99229#0.64#8
Devin Kirlin#983915#0.6#7
Meggan Rowe#739127#0.6#8
Russ Beatty#934226#0.6#8
Lynna Bartoletti#950837#0.92#7
Racheal Stokes#71201#0.6#8
Hildegard Mayert#165664#0.59#6
Jenae Hackett#300819#0.6#8
Thanh Schmidt#197603#0.85#8
Irving Daniel#299537#0.6#1
Cassi Feest#524605#0.59#5
Angel Christiansen#176029#0.6#2
Geoffrey Welch#693611#0.6#4
Neal Balistreri#193685#0.94#5
Tawny Torphy#960443#0.66#2
Tanika Veum#92864#0.7#5
Lavonia Stracke#982641#0.6#8
Harold Kshlerin#795570#0.99#3
Buster Schuster#443297#0.85#4
Ramon Welch#711494#0.6#10
Joe Corwin#675529#0.6#8
Lovella Nikolaus#43826#0.6#8
Lenny Rodriguez#136804#0.6#8
Seth Gorczany#663602#0.6#2
Merrill Rosenbaum#784727#0.64#10
Ira Huels#16937#0.6#3
Agripina Kozey#441264#0.78#4
Dell Wunsch#334123#0.6#3
Idell Lueilwitz#796001#0.87#10
Peter Cassin#82669#0.6#8
Vernetta Prosacco#671574#0.6#9
Chester Braun#795414#0.88#6
Deandre Bruen#294379#0.6#5
Raguel Sipes#448805#0.93#4
Sigrid Lowe#359442#0.89#4
Trent Weissnat#623786#0.6#8
Titus Bauch#305742#0.87#10
Angella Jacobson#801146#0.77#10
Karin Herzog#253086#0.55#2
Ardath Schultz#123239#0.6#2
Jewel Muller#945323#0.92#7
Tierra Pagac#121761#0.99#7
Charlie Heathcote#355037#0.6#8
Wilmer Feil#479197#0.6#4
Man Glover#773614#0.87#3
Vern Bradtke#334319#0.87#5
Chun Lang#560175#0.6#5
Nathalie Hammes#566806#0.79#1
Rufus McClure#508530#0.51#4
Mercedez Reynolds#757748#0.6#2
Shirl Kohler#293007#0.89#9
Lesley Sauer#873218#0.96#5
Edmundo Schinner#505191#0.6#7
Jordan Nitzsche#51384#0.54#1
Boris Volkman#797050#0.6#3
Angeline Ankunding#168382#0.72#9
Jacquelynn Koepp#32259#0.87#10
James Schneider#194194#0.51#9
Saundra Koss#592548#0.61#8
Hunter Roob#909501#0.6#10
April Tillman#702835#1.0#8
Addie Murray#300800#0.6#7
Edmund Dach#924510#0.6#9
Dong Hoeger#704113#0.53#5
Leia McCullough#80524#0.73#2
Noe Schowalter#684172#0.84#9
Terisa Kozey#494902#0.6#2
Otha Anderson#627170#0.79#1
Luke Bauch#115150#0.6#3
Hal Kutch#428342#0.67#10
Timothy Ullrich#275028#0.88#5
Lyle Howe#508311#0.6#10
Blaine Kovacek#571057#0.75#5
Delia Blick#936974#0.6#7
Milo Conroy#981529#0.6#1
Hae Konopelski#24636#0.62#1
Tyler Nitzsche#412873#0.51#10
Lorenzo Grant#30675#0.65#10
Cleotilde Emard#767551#0.76#5
Latoya Greenholt#177604#0.6#2
Christiana Bechtelar#393678#0.72#5
Freddie Stamm#436382#0.77#10
Bonita Treutel#615632#0.6#2
Renato Corwin#454305#0.8#4
Karol Stiedemann#48831#0.8#9
Coleman Bauch#157933#0.81#8
Levi Nolan#747452#0.59#7
Kacy Upton#205621#0.71#4
Shane Bahringer#401176#0.6#9
Denae Hickle#652982#0.6#7
Emilia Schmidt#405191#0.6#6
Ethan Hintz#876856#0.68#9
Penney Windler#911297#0.6#6
Matt Raynor#836103#0.97#2
Felton Wiza#567854#0.58#1
Mack Christiansen#138955#0.6#8
Deja Quigley#307127#0.53#9
Lavonna Bayer#252251#0.6#1
Jonah Fay#392146#0.7#6
Matha Cassin#456947#0.6#4
Shayne Altenwerth#663121#0.6#1
Jenniffer Marvin#843425#0.9#2
Harriett Lockman#400662#0.69#2
Lorenzo Roberts#541408#0.71#7
Adriana Schroeder#498755#0.6#8
Zana Pollich#291725#0.89#5
Daryl Padberg#60032#0.57#2
Felicita Schaden#631585#0.6#4
Antony Kemmer#273261#0.54#3
Rosendo Maggio#144767#0.6#5
Brock Runolfsson#418912#0.6#3
Nettie Larkin#906090#0.6#7
Lauren Larson#777792#0.77#8
Lawrence Erdman#698420#0.6#8
Lynn Hauck#821326#0.6#10
Dana Buckridge#88088#0.91#9
Darrin Satterfield#892829#0.6#2
Jordan Raynor#763934#0.56#5
Jessica Veum#426654#0.6#10
Youlanda Turcotte#663706#0.6#7
Abel Stark#578459#0.73#3
Joe Kautzer#21771#0.9#3
Elias Wisoky#795978#0.96#8
Neville Haley#50480#0.77#1
Ivory Goodwin#904564#0.99#9
Kandy Wisozk#156053#0.6#2
Leisha Fisher#228386#0.6#6
Wilber Rippin#600419#0.6#3
Brigitte Prohaska#279030#0.6#6
Jeremy Keebler#567717#0.66#10
Jeffrey Gibson#824007#0.6#4
Cameron Waters#891305#0.62#10
Henry Rogahn#682601#0.59#3
Betsey Dare#330687#0.6#8
Rey Price#527139#0.64#1
Vincent Witting#319974#0.6#3
Aldo Heathcote#822112#0.76#4
Christinia Rowe#536150#0.6#1
Julissa Huel#167771#0.6#8
Reynaldo McDermott#360281#0.99#1
Damien Lakin#338711#0.94#7
Deangelo Schaefer#71037#0.76#8
Tony Ortiz#918609#0.99#9
Wilmer Wiegand#862270#0.6#1
Art Langworth#988644#0.6#3
Jerald Mertz#706804#0.6#4
